ChannelName,ProductId,DateSold,SPV
BOWER,58,2017-10-04 12:03:12.000,1593.8700
AutoPedigree,15,2017-10-04 12:33:31.000,854.6400
Iemas,58,2017-10-04 12:49:23.000,1127.5900
AutoPedigree,9,2017-10-04 13:09:33.000,960.7300
AutoPedigree,7,2017-10-04 13:33:40.000,1028.5300
AutoPedigree,7,2017-10-04 14:12:35.000,923.0600
AutoPedigree,7,2017-10-04 14:30:19.000,1763.6600
AutoPedigree,7,2017-10-04 14:43:47.000,1553.5900
AutoPedigree,7,2017-10-04 14:55:12.000,1158.2900
AutoPedigree,15,2017-10-04 15:05:16.000,767.5200
Constellation Financial Services (Pty) Ltd,58,2017-10-05 06:00:26.000,1738.9700
AutoPedigree,7,2017-10-05 07:36:20.000,733.3900
AutoPedigree,7,2017-10-05 08:52:53.000,998.4800
Iemas,37,2017-10-05 08:58:48.000,555.2200
Iemas,18,2017-10-05 09:00:28.000,1374.6300
Iemas,18,2017-10-05 09:00:28.000,1374.6300
AutoPedigree,7,2017-10-05 09:14:16.000,783.9200
Iemas,6,2017-10-05 09:44:20.000,1367.4900
AutoPedigree,18,2017-10-05 11:36:04.000,445.5000
AutoPedigree,7,2017-10-05 11:49:08.000,781.4400
AutoPedigree,18,2017-10-05 13:27:54.000,550.0000
AutoPedigree,7,2017-10-05 13:28:54.000,1709.3900
AutoPedigree,7,2017-10-05 14:09:55.000,1455.7600
AutoPedigree,17,2017-10-05 14:40:17.000,505.2500
Iemas,17,2017-10-06 06:07:16.000,355.8300
Iemas,17,2017-10-06 06:07:16.000,409.5000
AutoPedigree,17,2017-10-06 07:02:01.000,650.5700
AutoPedigree,15,2017-10-06 08:02:41.000,748.7100
Iemas,16,2017-10-06 08:27:40.000,1389.0500
AutoPedigree,15,2017-10-06 08:47:58.000,298.7600
AutoPedigree,15,2017-10-06 08:47:58.000,668.7500
AutoPedigree,17,2017-10-06 09:39:46.000,583.5300
BOWER,16,2017-10-06 09:45:52.000,954.2500
Iemas,18,2017-10-06 10:00:46.000,413.5000
AutoPedigree,7,2017-10-06 10:00:49.000,930.0100
BOWER,37,2017-10-06 10:22:59.000,28.6402
BOWER,37,2017-10-06 10:22:59.000,40.7545
BOWER,37,2017-10-06 10:22:59.000,67.1343
BOWER,37,2017-10-06 10:22:59.000,106.8432
BOWER,37,2017-10-06 10:22:59.000,109.4000
BOWER,37,2017-10-06 10:22:59.000,446.7700
BOWER,37,2017-10-06 10:22:59.000,793.8200
AutoPedigree,7,2017-10-06 10:43:20.000,1713.1600
BOWER,58,2017-10-06 11:33:09.000,1232.7000
Constellation Financial Services (Pty) Ltd,58,2017-10-06 12:21:43.000,0.0000
AutoPedigree,7,2017-10-06 12:46:31.000,1312.1300
AutoPedigree,7,2017-10-06 14:25:09.000,740.1800
AutoPedigree,15,2017-10-09 06:12:19.000,736.2700
AutoPedigree,7,2017-10-09 06:13:16.000,1810.0900
AutoPedigree,18,2017-10-09 06:20:09.000,725.6300
AutoPedigree,17,2017-10-09 06:55:19.000,716.1800
AutoPedigree,7,2017-10-09 07:34:20.000,657.0200
Iemas,58,2017-10-09 08:01:17.000,1605.1500
AutoPedigree,7,2017-10-09 08:49:01.000,933.6900
